especie,nome-2,formaFarmaceutica,unidade,apresentacao,controlado,classificacao,via,motivo_conflito,precisa_revisao,motivos_revisao,validacao,diferenca_justificada
Equino,Agita 10 WG - pote plástico 1 kg,Grânulos Dispersíveis em Água,kg,Pote de 1 kg,False,Inseticida,Ambiental,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Grânulos Dispersíveis em Água"" x Bovino=""Pó Molhável"") | CROSS_ESPECIE(classificacao: Equino=""Inseticida"" x Bovino=""Ectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Agita 10 WG - pote plástico 1 kg,Grânulos Dispersíveis em Água,kg,Pote de 1 kg,False,Inseticida,Ambiental,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Grânulos Dispersíveis em Água"" x Bovino=""Pó Molhável"") | CROSS_ESPECIE(classificacao: Equino=""Inseticida"" x Bovino=""Ectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Agita 10 WG - pote plástico 100 g,Grânulos Dispersíveis em Água,g,Pote de 100 g,False,Inseticida,Ambiental,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Grânulos Dispersíveis em Água"" x Bovino=""Pó Molhável"") | CROSS_ESPECIE(classificacao: Equino=""Inseticida"" x Bovino=""Ectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Agita 10 WG - pote plástico 100 g,Grânulos Dispersíveis em Água,g,Pote de 100 g,False,Inseticida,Ambiental,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Grânulos Dispersíveis em Água"" x Bovino=""Pó Molhável"") | CROSS_ESPECIE(classificacao: Equino=""Inseticida"" x Bovino=""Ectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Agita 10 WG - pote plástico 250 g,Grânulos Dispersíveis em Água,g,Pote de 250 g,False,Inseticida,Ambiental,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Grânulos Dispersíveis em Água"" x Bovino=""Pó Molhável"") | CROSS_ESPECIE(classificacao: Equino=""Inseticida"" x Bovino=""Ectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Agita 10 WG - pote plástico 250 g,Grânulos Dispersíveis em Água,g,Pote de 250 g,False,Inseticida,Ambiental,"CROSS_ESPECIE(formaFarmaceutica: Equino=""Grânulos Dispersíveis em Água"" x Bovino=""Pó Molhável"") | CROSS_ESPECIE(classificacao: Equino=""Inseticida"" x Bovino=""Ectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Agroplus® - frasco-ampola 100 mL,Solução Injetável,mL,Frasco-ampola de 100 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(classificacao: Equino=""Antiobótico"" x Bovino=""Antibacteriano"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Agroplus® - frasco-ampola 100 mL,Solução Injetável,mL,Frasco-ampola de 100 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(classificacao: Equino=""Antiobótico"" x Bovino=""Antibacteriano"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Agroplus® - frasco-ampola 100 mL,Solução Injetável,mL,Frasco-ampola de 100 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(classificacao: Equino=""Antiobótico"" x Bovino=""Antibacteriano"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Agroplus® - frasco-ampola 100 mL,Solução Injetável,mL,Frasco-ampola de 100 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(classificacao: Equino=""Antiobótico"" x Bovino=""Antibacteriano"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Agroplus® - frasco-ampola 20 mL,Solução Injetável,mL,Frasco-ampola de 20 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(classificacao: Equino=""Antiobótico"" x Bovino=""Antibacteriano"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Agroplus® - frasco-ampola 20 mL,Solução Injetável,mL,Frasco-ampola de 20 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(classificacao: Equino=""Antiobótico"" x Bovino=""Antibacteriano"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Agroplus® - frasco-ampola 20 mL,Solução Injetável,mL,Frasco-ampola de 20 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(classificacao: Equino=""Antiobótico"" x Bovino=""Antibacteriano"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Agroplus® - frasco-ampola 20 mL,Solução Injetável,mL,Frasco-ampola de 20 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(classificacao: Equino=""Antiobótico"" x Bovino=""Antibacteriano"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Agroplus® - frasco-ampola 250 mL,Solução Injetável,mL,Frasco-ampola de 250 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(classificacao: Equino=""Antiobótico"" x Bovino=""Antibacteriano"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Agroplus® - frasco-ampola 250 mL,Solução Injetável,mL,Frasco-ampola de 250 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(classificacao: Equino=""Antiobótico"" x Bovino=""Antibacteriano"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Agroplus® - frasco-ampola 250 mL,Solução Injetável,mL,Frasco-ampola de 250 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(classificacao: Equino=""Antiobótico"" x Bovino=""Antibacteriano"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Agroplus® - frasco-ampola 250 mL,Solução Injetável,mL,Frasco-ampola de 250 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(classificacao: Equino=""Antiobótico"" x Bovino=""Antibacteriano"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Agroplus® - frasco-ampola 50 mL,Solução Injetável,mL,Frasco-ampola de 50 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(classificacao: Equino=""Antiobótico"" x Bovino=""Antibacteriano"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Agroplus® - frasco-ampola 50 mL,Solução Injetável,mL,Frasco-ampola de 50 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(classificacao: Equino=""Antiobótico"" x Bovino=""Antibacteriano"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Agroplus® - frasco-ampola 50 mL,Solução Injetável,mL,Frasco-ampola de 50 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(classificacao: Equino=""Antiobótico"" x Bovino=""Antibacteriano"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Agroplus® - frasco-ampola 50 mL,Solução Injetável,mL,Frasco-ampola de 50 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(classificacao: Equino=""Antiobótico"" x Bovino=""Antibacteriano"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Agrosil 5 Mega - frasco ampola 15 mL,Pó para Suspensão Injetável,mL,Frasco-ampola de 15 mL,False,Antibacteriano,IM Profunda,"CROSS_ESPECIE(classificacao: Equino=""Antiobótico"" x Bovino=""Antibacteriano"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Agrosil 5 Mega - frasco ampola 15 mL,Pó para Suspensão Injetável,mL,Frasco-ampola de 15 mL,False,Antibacteriano,IM Profunda,"CROSS_ESPECIE(classificacao: Equino=""Antiobótico"" x Bovino=""Antibacteriano"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Agrosil 6 Milhões - frasco ampola 15 mL,Pó para Suspensão Injetável,mL,Frasco-ampola de 15 mL,False,Antibacteriano,IM Profunda,"CROSS_ESPECIE(classificacao: Equino=""Antiobótico"" x Bovino=""Antibacteriano"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Agrosil 6 Milhões - frasco ampola 15 mL,Pó para Suspensão Injetável,mL,Frasco-ampola de 15 mL,False,Antibacteriano,IM Profunda,"CROSS_ESPECIE(classificacao: Equino=""Antiobótico"" x Bovino=""Antibacteriano"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Agrosil PPU - frasco 100 mL,Suspensão Injetável,mL,Frasco de 100 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(classificacao: Equino=""Antiobótico"" x Bovino=""Antibacteriano"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Agrosil PPU - frasco 100 mL,Suspensão Injetável,mL,Frasco de 100 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(classificacao: Equino=""Antiobótico"" x Bovino=""Antibacteriano"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Agrosil PPU - frasco 50 mL,Suspensão Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(classificacao: Equino=""Antiobótico"" x Bovino=""Antibacteriano"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Agrosil PPU - frasco 50 mL,Suspensão Injetável,mL,Frasco de 50 mL,False,Antibacteriano,IM,"CROSS_ESPECIE(classificacao: Equino=""Antiobótico"" x Bovino=""Antibacteriano"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,"Agrothal - frasco-ampola , com 6 frascos diluentes",Pó para Suspensão Injetável,mL,Frasco-ampola com diluente,False,Antibacteriano,IM Profunda,"CROSS_ESPECIE(unidade: Equino=""mL"" x Bovino=""UI"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola com diluente"" x Bovino=""Frasco com 6 frascos diluentes"") | CROSS_ESPECIE(classificacao: Equino=""Antiobótico"" x Bovino=""Antibacteriano"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,"Agrothal - frasco-ampola , com 6 frascos diluentes",Pó para Suspensão Injetável,mL,Frasco-ampola com diluente,False,Antibacteriano,IM Profunda,"CROSS_ESPECIE(unidade: Equino=""mL"" x Bovino=""UI"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco-ampola com diluente"" x Bovino=""Frasco com 6 frascos diluentes"") | CROSS_ESPECIE(classificacao: Equino=""Antiobótico"" x Bovino=""Antibacteriano"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Agrovet 5.000.000 - frasco-ampola 7.8 g,Pó para Suspensão Injetável,g,Frasco-ampola de 7.8 g,False,Antibacteriano,IM Profunda,"CROSS_ESPECIE(classificacao: Equino=""Antiobótico"" x Bovino=""Antibacteriano"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Agrovet 5.000.000 - frasco-ampola 7.8 g,Pó para Suspensão Injetável,g,Frasco-ampola de 7.8 g,False,Antibacteriano,IM Profunda,"CROSS_ESPECIE(classificacao: Equino=""Antiobótico"" x Bovino=""Antibacteriano"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Agrovet PLUS - frasco-ampola 50 mL,Suspensão Injetável,mL,Frasco-ampola de 50 mL,False,Antibacteriano,IM Profunda,"CROSS_ESPECIE(classificacao: Equino=""Antiobótico"" x Bovino=""Antibacteriano"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Agrovet PLUS - frasco-ampola 50 mL,Suspensão Injetável,mL,Frasco-ampola de 50 mL,False,Antibacteriano,IM Profunda,"CROSS_ESPECIE(classificacao: Equino=""Antiobótico"" x Bovino=""Antibacteriano"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Albendazol - Agebendazol 15%,Suspensão Oral,mL,Frasco de 1000 mL,False,Endoparasiticida,Oral,"CROSS_ESPECIE(unidade: Equino=""mL"" x Bovino=""%"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco de 1000 mL"" x Bovino=""Frasco"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Albendazol - Agebendazol 15%,Suspensão Oral,mL,Frasco de 1000 mL,False,Endoparasiticida,Oral,"CROSS_ESPECIE(unidade: Equino=""mL"" x Bovino=""%"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco de 1000 mL"" x Bovino=""Frasco"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,"Albendazol - Ricobendazole 13,6% Chemitec",Solução Injetável,mL,Frasco de 100 mL,False,Endoparasiticida,SC,"CROSS_ESPECIE(unidade: Equino=""mL"" x Bovino=""%"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco de 100 mL"" x Bovino=""Frasco"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,"Albendazol - Ricobendazole 13,6% Chemitec",Solução Injetável,mL,Frasco de 100 mL,False,Endoparasiticida,SC,"CROSS_ESPECIE(unidade: Equino=""mL"" x Bovino=""%"") | CROSS_ESPECIE(apresentacao: Equino=""Frasco de 100 mL"" x Bovino=""Frasco"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Alcance - lata aerossol 400 mL,Aerossol,mL,Lata aerossol de 400 mL,False,Ectoparasiticida,Ambiental,"CROSS_ESPECIE(apresentacao: Equino=""Lata de 400 mL"" x Bovino=""Lata aerossol de 400 mL"") | CROSS_ESPECIE(classificacao: Equino=""Inseticida"" x Bovino=""Ectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Alcance - lata aerossol 400 mL,Aerossol,mL,Lata aerossol de 400 mL,False,Ectoparasiticida,Ambiental,"CROSS_ESPECIE(apresentacao: Equino=""Lata de 400 mL"" x Bovino=""Lata aerossol de 400 mL"") | CROSS_ESPECIE(classificacao: Equino=""Inseticida"" x Bovino=""Ectoparasiticida"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Aliv V - frasco-ampola 50 mL,Solução Injetável,mL,Frasco-ampola de 50 mL,False,Mucolítico e Expectorante,"IM, IV ou SC","CROSS_ESPECIE(classificacao: Equino=""Mucolítico"" x Bovino=""Mucolítico e Expectorante"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Aliv V - frasco-ampola 50 mL,Solução Injetável,mL,Frasco-ampola de 50 mL,False,Mucolítico e Expectorante,"IM, IV ou SC","CROSS_ESPECIE(classificacao: Equino=""Mucolítico"" x Bovino=""Mucolítico e Expectorante"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Aliv V - frasco-ampola 50 mL,Solução Injetável,mL,Frasco-ampola de 50 mL,False,Mucolítico e Expectorante,"IM, IV ou SC","CROSS_ESPECIE(classificacao: Equino=""Mucolítico"" x Bovino=""Mucolítico e Expectorante"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Aliv V - frasco-ampola 50 mL,Solução Injetável,mL,Frasco-ampola de 50 mL,False,Mucolítico e Expectorante,"IM, IV ou SC","CROSS_ESPECIE(classificacao: Equino=""Mucolítico"" x Bovino=""Mucolítico e Expectorante"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Aliv V - frasco-ampola 50 mL,Solução Injetável,mL,Frasco-ampola de 50 mL,False,Mucolítico e Expectorante,"IM, IV ou SC","CROSS_ESPECIE(classificacao: Equino=""Mucolítico"" x Bovino=""Mucolítico e Expectorante"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Aliv V - frasco-ampola 50 mL,Solução Injetável,mL,Frasco-ampola de 50 mL,False,Mucolítico e Expectorante,"IM, IV ou SC","CROSS_ESPECIE(classificacao: Equino=""Mucolítico"" x Bovino=""Mucolítico e Expectorante"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Amicacina - frasco-ampola 2 mL,Solução Injetável,mL,Frasco-ampola de 2 mL,False,Antibacteriano,"IM, IV ou Intra-articular","CROSS_ESPECIE(classificacao: Equino=""Antiobótico"" x Bovino=""Antibacteriano"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Amicacina - frasco-ampola 2 mL,Solução Injetável,mL,Frasco-ampola de 2 mL,False,Antibacteriano,"IM, IV ou Intra-articular","CROSS_ESPECIE(classificacao: Equino=""Antiobótico"" x Bovino=""Antibacteriano"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Amicacina - frasco-ampola 2 mL,Solução Injetável,mL,Frasco-ampola de 2 mL,False,Antibacteriano,"IM, IV ou Intra-articular","CROSS_ESPECIE(classificacao: Equino=""Antiobótico"" x Bovino=""Antibacteriano"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Amicacina - frasco-ampola 2 mL,Solução Injetável,mL,Frasco-ampola de 2 mL,False,Antibacteriano,"IM, IV ou Intra-articular","CROSS_ESPECIE(classificacao: Equino=""Antiobótico"" x Bovino=""Antibacteriano"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Amicacina - frasco-ampola 2 mL,Solução Injetável,mL,Frasco-ampola de 2 mL,False,Antibacteriano,"IM, IV ou Intra-articular","CROSS_ESPECIE(classificacao: Equino=""Antiobótico"" x Bovino=""Antibacteriano"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,Amicacina - frasco-ampola 2 mL,Solução Injetável,mL,Frasco-ampola de 2 mL,False,Antibacteriano,"IM, IV ou Intra-articular","CROSS_ESPECIE(classificacao: Equino=""Antiobótico"" x Bovino=""Antibacteriano"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,AminoBiox® - frasco 1 L,Solução Oral,L,Frasco de 1 L,False,Suplemento Aminoácido Vitamínico,Oral,"CROSS_ESPECIE(classificacao: Equino=""Suplemento Aminoácido"" x Bovino=""Suplemento Aminoácido Vitamínico"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,AminoBiox® - frasco 1 L,Solução Oral,L,Frasco de 1 L,False,Suplemento Aminoácido Vitamínico,Oral,"CROSS_ESPECIE(classificacao: Equino=""Suplemento Aminoácido"" x Bovino=""Suplemento Aminoácido Vitamínico"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,AminoBiox® - frasco 5 L,Solução Oral,L,Frasco de 5 L,False,Suplemento Aminoácido Vitamínico,Oral,"CROSS_ESPECIE(classificacao: Equino=""Suplemento Aminoácido"" x Bovino=""Suplemento Aminoácido Vitamínico"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Bovino,AminoBiox® - frasco 5 L,Solução Oral,L,Frasco de 5 L,False,Suplemento Aminoácido Vitamínico,Oral,"CROSS_ESPECIE(classificacao: Equino=""Suplemento Aminoácido"" x Bovino=""Suplemento Aminoácido Vitamínico"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
Equino,Amoxicilina - Agemoxi,Suspensão Injetável,mL,Frasco de 100 mL,False,Antibacteriano,IM ou SC,"CROSS_ESPECIE(apresentacao: Equino=""Frasco de 100 mL"" x Bovino=""Frasco-ampola"")",False,Conflito resolvido via API (agrupado por medicamento),Feito o ajuste,Nenhuma - padronizado
