nome;cnpj;cep;endereco;telefone;tipoLocalizacao;_cnaePrincipal;_cnaeMatch;_uf;_municipio;_situacao;_razaoSocial
DIOGENES LAURIANO PALLONE;08.412.803/0002-46;13690-000;ESTRADA SALTO DO PANTANO, nº SN, KMM 122,5, RURAL - DESCALVADO/SP;(16) 33725932;HARAS;0152102;0152102;SP;DESCALVADO;02;DIOGENES LAURIANO PALLONE
RODNEI PEREIRA LEME;08.437.210/0001-53;12900-005;SITIO JEDI, nº S/N, AGUA COMPRIDA - BRAGANCA PAULISTA/SP;(11) 40340090;HARAS;0152102;0152102;SP;BRAGANCA PAULISTA;02;RODNEI PEREIRA LEME
ANTONIO ARMANDO BARBOSA MARCHIONI E OUTRA;08.458.152/0001-44;18540-000;SITIO DA VOVO, nº S/N, ESTRADA BAIRRO GRAMADINHO CX 75, ITAQUI - PORTO FELIZ/SP;(11) 50446815;HARAS;0152102;0152102;SP;PORTO FELIZ;02;ANTONIO ARMANDO BARBOSA MARCHIONI E OUTRA
JAYME DE MELLO DE CASTRO BARBOSA;08.460.470/0001-40;18550-000;ESTRADA MUNICIPAL AO BAIRRO RETIRO, nº S/N, HARAS, RETIRO - BOITUVA/SP;(15) 32461273;HARAS;0152102;0152102;SP;BOITUVA;02;JAYME DE MELLO DE CASTRO BARBOSA
LUIZ ALBERTO DA SILVA DUWEL;08.478.744/0001-28;13930-000;SITIO RANCHO DUWEL, nº S/N, DOS LEAIS - SERRA NEGRA/SP;(19) 38924242;HARAS;0152102;0152102;SP;SERRA NEGRA;02;LUIZ ALBERTO DA SILVA DUWEL
ROGERIO DA CUNHA;08.480.859/0001-57;13720-000;SITIO HARAS BROWN RIVER, nº S/N, ZONA RURAL - SAO JOSE DO RIO PARDO/SP;(19) 36086603;HARAS;0152102;0152102;SP;SAO JOSE DO RIO PARDO;02;ROGERIO DA CUNHA
LEONARDO HALIM KALIL KEHDI;08.498.409/0001-91;18540-000;SITIO BOA SORTE, nº S/N, BOM RETIRO - PORTO FELIZ/SP;(11) 38877855;HARAS;0152102;0152102;SP;PORTO FELIZ;02;LEONARDO HALIM KALIL KEHDI
EDUARDO REALE FERRARI;08.501.864/0001-07;18540-000;SÍTIO BUONA GENTE, nº S/N, JACUTINGA - PORTO FELIZ/SP;(11) 38850822;HARAS;0152102;0152102;SP;PORTO FELIZ;02;EDUARDO REALE FERRARI
ERIVALDO LUI E OUTROS;08.524.620/0001-31;13350-000;ESTRADA ESTRADA MUNICIPAL QUE LIGA SALTO A CARDEAL, nº SN, SITIO SANTA TEREZA, BURU - ELIAS FAUSTO/SP;(11) 40293671;HARAS;0152102;0152102;SP;ELIAS FAUSTO;02;ERIVALDO LUI E OUTROS
RICARDO JOSE AUGUSTO RAMENZONI;08.544.775/0001-30;18540-000;SITIO HARAS DUAS PALMEIRAS, nº S/N, CHAPADAO - PORTO FELIZ/SP;(11) 30315113;HARAS;0152102;0152102;SP;PORTO FELIZ;02;RICARDO JOSE AUGUSTO RAMENZONI
RONALDO RICARDO DE SOUZA;08.544.891/0001-59;04892-000;RUA VITORIO RASSATI, nº 206, JARDIM GRAMADO - SAO PAULO/SP;(11) 55239811;HARAS;0152102;0152102;SP;SAO PAULO;02;RONALDO RICARDO DE SOUZA
SERGIO ROBERTO PICCIRILLI;08.554.817/0001-13;18160-000;ESTRADA VELHA SALTO DE PIRAPORA - CAIXA DE LUZ, nº 334, RANCHO PARAISO, MORRO BRANCO - SALTO DE PIRAPORA/SP;(11) 99996439;HARAS;0152102;0152102;SP;SALTO DE PIRAPORA;02;SERGIO ROBERTO PICCIRILLI
LUIZ VICENTE BARROS MATTOS JUNIOR;08.558.572/0001-00;18540-000;SITIO FAZENDINHA, nº S/N, EST VOLTA DO POCO S/N1 E 130 SITIO FAZENDINHA, SOAMIM - PORTO FELIZ/SP;(15) 97094574;HARAS;0152102;0152102;SP;PORTO FELIZ;02;LUIZ VICENTE BARROS MATTOS JUNIOR
AMERICO EDUARDO DA COSTA E OUTRO;08.583.149/0001-52;12530-000;SITIO RANCHO MANGALARGA RMFA, nº S/N, ZONA RURAL, BARRA - CUNHA/SP;(12) 31052284;HARAS;0152102;0152102;SP;CUNHA;02;AMERICO EDUARDO DA COSTA E OUTRO
MARTINHO GUEDES PINTO DE MELLO SOBRINHO;08.615.293/0001-23;18200-970;SITIO SAO LUIZ, nº S/N, PASSA TRESE - ITAPETININGA/SP;(15) 32519353;HARAS;0152102;0152102;SP;ITAPETININGA;02;MARTINHO GUEDES PINTO DE MELLO SOBRINHO
JOSE EDUARDO BUSNELLO;08.670.486/0001-87;06900-000;ESTRADA JARDIM TROPICAL, nº 1004, ITARARE - EMBU-GUACU/SP;(11) 47873155;HARAS;0152102;0152102;SP;EMBU-GUACU;02;JOSE EDUARDO BUSNELLO
DRAUZIO PEREIRA JUNIOR E OUTRA;08.703.663/0001-84;18550-000;ESTRADA MUNICIPAL BOITUVA A SOROCABA, nº S/N, SITIO SAO JOAO, AGUA BRANCA - BOITUVA/SP;(15) 32631225;HARAS;0152102;0152102;SP;BOITUVA;02;DRAUZIO PEREIRA JUNIOR E OUTRA
MARCIA JASINEVICIUS DE CAMARGO;08.746.336/0001-00;13240-000;SITIO SITIO ISRAEL, nº S/N, CAIOCARA - JARINU/SP;(11) 40165704;HARAS;0152102;0152102;SP;JARINU;02;MARCIA JASINEVICIUS DE CAMARGO
ANTONIO AFONSO ARCHILLA FILHO;08.808.004/0001-02;18190-000;RODOVIA RAPOSO TAVARES, KM.111, CX. 460 - E RUA TREZE, CX. 281, nº S/N, FAZ HARAS ESPERANCA, BARREIRO E MONTE LIBANO - ARACOIABA DA SERRA/SP;(15) 32811321;HARAS;0152102;0152102;SP;ARACOIABA DA SERRA;02;ANTONIO AFONSO ARCHILLA FILHO
JAMIL MICHEL HADDAD;08.810.955/0001-16;07600-000;ESTRADA DE SAO VICENTE, nº S/N, SAO VICENTE - MAIRIPORA/SP;(11) 38141667;HARAS;0152102;0152102;SP;MAIRIPORA;02;JAMIL MICHEL HADDAD
ODECIO CARLOS BAZEIA DE SOUZA;08.994.953/0001-24;15140-000;ESTÂNCIA AREA VERDE, nº S/N, FAZENDA BALSAMO - BALSAMO/SP;(17) 32641246;HARAS;0152102;0152102;SP;BALSAMO;02;ODECIO CARLOS BAZEIA DE SOUZA
CELIO ASHCAR;08.871.040/0003-82;19920-052;SÍTIO RIO NOVO, nº S/N, ZONA RURAL, RIO NOVO - SALTO GRANDE/SP;(18) 33511952;HARAS;0152102;0152102;SP;SALTO GRANDE;02;CELIO ASHCAR
PIERRE BARNABE ESCODRO;09.041.558/0001-90;13330-970;CHÁCARA CHAPI, nº S/N, BELA VISTA - INDAIATUBA/SP;(19) 38345196;HARAS;0152102;0152102;SP;INDAIATUBA;02;PIERRE BARNABE ESCODRO
LAUDELINO GONCALVES FILHO;09.042.252/0001-58;12500-970;SÍTIO SANTANA SAO LUIZ SAO JOAO, nº S/N, PIRIZAL - GUARATINGUETA/SP;(12) 31223542;HARAS;0152102;0152102;SP;GUARATINGUETA;02;LAUDELINO GONCALVES FILHO
CARLOS ROBERTO ESCUDERO;08.506.790/0002-74;17490-001;RODOVIA CRT 212 RDU PIRATININGA, nº 68, RURAL - PIRATININGA/SP;(14) 32651753;HARAS;0152102;0152102;SP;PIRATININGA;02;CARLOS ROBERTO ESCUDERO
WELLINGTON GIANOTI LUSTRE;09.052.096/0001-06;18520-000;SÍTIO RANCHO SANTO ANTONIO, nº S/N, KM 5 EST. VICINAL BAIRRO REPRESA, REPRESA - CERQUILHO/SP;(11) 50111852;HARAS;0152102;0152102;SP;CERQUILHO;02;WELLINGTON GIANOTI LUSTRE
LEO ACHERBOIM;09.105.929/0001-50;13250-970;SÍTIO HARAS DA ORLA, nº S/N, VILA CRUZEIRO - ITATIBA/SP;(11) 50919100;HARAS;0152102;0152102;SP;ITATIBA;02;LEO ACHERBOIM
VAGNER BERTOZZO;09.106.137/0001-08;13360-000;CHÁCARA DA GRUTA, nº S/N, VERDE - CAPIVARI/SP;(11) 41274833;HARAS;0152102;0152102;SP;CAPIVARI;02;VAGNER BERTOZZO
THOMAZ LUIZ CABRAL DE MENEZES;09.132.676/0001-03;18135-650;ESTRADA DO MORITA, nº 76, SANTA MARIA - SAO ROQUE/SP;(11) 37734039;HARAS;0152102;0152102;SP;SAO ROQUE;02;THOMAZ LUIZ CABRAL DE MENEZES
MARIO EMILIO CARLOS GONCALVES;09.169.979/0001-09;17230-000;FAZENDA SANTO ANTONIO, nº S/N, VERONICA - ITAPUI/SP;(14) 36646109;HARAS;0152102;0152102;SP;ITAPUI;02;MARIO EMILIO CARLOS GONCALVES
EFREN JOAQUIM LOPES MUNOZ;09.233.742/0001-31;18114-500;ESTRADA PEDRO MONARI, nº 2008, CARAFA - VOTORANTIM/SP;(11) 36377945;HARAS;0152102;0152102;SP;VOTORANTIM;02;EFREN JOAQUIM LOPES MUNOZ
DARCILIO ARAUJO DE CASTRO RANGEL;09.284.330/0001-20;12400-970;SÍTIO CASA DA MANGUEIRA, nº S/N, ESTRADA MUNICIPAL CIDADE NOVA N 5015, DAS CAMPINAS - PINDAMONHANGABA/SP;(12) 36421885;HARAS;0152102;0152102;SP;PINDAMONHANGABA;02;DARCILIO ARAUJO DE CASTRO RANGEL
MARIA LUCIA MASCHIETTO SCALET;09.286.867/0001-20;13332-100;TRAVESSA ESTR D MARTINS, nº 162, SITIO SANTA AMALIA GL.01, MATO DENTRO - INDAIATUBA/SP;(19) 38754654;HARAS;0152102;0152102;SP;INDAIATUBA;02;MARIA LUCIA MASCHIETTO SCALET
ANTONIO CARLOS CICILIATO;09.286.930/0001-28;13337-055;ESTRADA DOS LEITE, nº 815 C1, SI SANTA MARIA, DO LEITE - INDAIATUBA/SP;(19) 38759112;HARAS;0152102;0152102;SP;INDAIATUBA;02;ANTONIO CARLOS CICILIATO
JOAO VICENTE CONTADOR MIRAS;09.289.630/0001-00;13350-000;SÍTIO ANA LIVIA, nº SN, KM 03, AGUA QUENTE - ELIAS FAUSTO/SP;(19) 32033277;HARAS;0152102;0152102;SP;ELIAS FAUSTO;02;JOAO VICENTE CONTADOR MIRAS
MARCELO DE ARAUJO PESSOA;09.289.961/0001-32;17022-531;FAZENDA QUATRO IRMAOS, nº S/N, ROD MAL RONDON KM 357, ZONA RURAL - BAURU/SP;(14) 91485685;HARAS;0152102;0152102;SP;BAURU;02;MARCELO DE ARAUJO PESSOA
JORGE LUIS DA SILVA;09.282.977/0002-02;13520-000;CHÁCARA DO HARAS, nº S/N, PARAISO DAS AGUAS - SAO PEDRO/SP;(19) 34821127;HARAS;0152102;0152102;SP;SAO PEDRO;02;JORGE LUIS DA SILVA
ALBERTO SILVEIRA DE SOUZA;09.489.732/0001-61;16680-000;CHÁCARA SHALON, nº S/N, CHACARAS BATALHA - AVAI/SP;(14) 32386794;HARAS;0152102;0152102;SP;AVAI;02;ALBERTO SILVEIRA DE SOUZA
REGINA TERESA CAMOLESE;09.510.634/0001-69;12948-129;ESTRADA CLUBE DA MONTANHA, nº 630, 640-CS 2, PORTAO - ATIBAIA/SP;(11) 36666246;HARAS;0152102;0152102;SP;ATIBAIA;02;REGINA TERESA CAMOLESE
JOSE LUCIO VIEIRA;09.533.547/0001-27;18240-000;CHÁCARA QUATRO IRMAOS, nº SN, MINEIROS - ANGATUBA/SP;(15) 32551816;HARAS;0152102;0152102;SP;ANGATUBA;02;JOSE LUCIO VIEIRA
CLAUDINEI PIRES DE OLIVEIRA;09.550.071/0001-32;13260-000;RODOVIA SP 360, nº SN, KM 108 ESTR MUNICIPAL SIT S LOURENCO, FEITAL - MORUNGABA/SP;(11) 40147209;HARAS;0152102;0152102;SP;MORUNGABA;02;CLAUDINEI PIRES DE OLIVEIRA
MANOEL MESSIAS DE OLIVEIRA;08.363.875/0002-40;18190-000;ESTRADA ARACOIABA SOROCABA, nº CX 22, JARDIM MONTE LIBANO - ARACOIABA DA SERRA/SP;(11) 62924906;HARAS;0152102;0152102;SP;ARACOIABA DA SERRA;02;MANOEL MESSIAS DE OLIVEIRA
CRISTIANO ZARZUR;09.578.375/0001-08;13320-005;RODOVIA DO ACUCAR, nº S/N, KM 104, ITAPECERICA - SALTO/SP;(11) 30711510;HARAS;0152102;0152102;SP;SALTO;02;CRISTIANO ZARZUR
NILCE APPARECIDA LODI;09.610.077/0001-58;15064-405;FAZENDA FELICIDADE, nº SN, RURAL - SAO JOSE DO RIO PRETO/SP;(17) 32328249;HARAS;0152102;0152102;SP;SAO JOSE DO RIO PRETO;02;NILCE APPARECIDA LODI
FRANCISCO HORACIO FERNANDES;09.657.197/0001-00;13250-005;ESTRADA ITATIBA-VALINHOS, nº S/N, ESTANCIA FERNANDES, DO MORRO - ITATIBA/SP;(11) 50815183;HARAS;0152102;0152102;SP;ITATIBA;02;FRANCISCO HORACIO FERNANDES
FERNANDO MONTEIRO MORAES;10.350.979/0001-81;13215-805;RUA EMA ESCATAMBURGO BAAD, nº 03, CHACARA BETINHA - JUNDIAI/SP;(11) 41989453;HARAS;0152102;0152102;SP;JUNDIAI;02;FERNANDO MONTEIRO MORAES
JOSE GUIMARAES MONFORTE;10.143.075/0001-85;13950-000;ACESSO RODOVIA LINDOIA ITAPIRA, nº S/N, KM ALT. KM 27, ZONA RURAL - LINDOIA/SP;(11) 32558452;HARAS;0152102;0152102;SP;LINDOIA;02;JOSE GUIMARAES MONFORTE
SILVIO PEREIRA E CELIA APARECIDA RODRIGUES VAZ PEREIRA;10.240.087/0001-28;18300-999;FAZENDA SAO JOAO, nº S/N, ILHA DO PORTO - CAPAO BONITO/SP;(15) 35425947;HARAS;0152102;0152102;SP;CAPAO BONITO;02;SILVIO PEREIRA E CELIA APARECIDA RODRIGUES VAZ PEREIRA
PAULO ENDO;10.265.434/0001-77;18700-970;CHÁCARA RANCHO BOA VISTA, nº S/N, ZONA RURAL - AVARE/SP;(14) 37336254;HARAS;0152102;0152102;SP;AVARE;02;PAULO ENDO
JOSE FRANCISCO DE ASSIS MIRANDA;08.634.500/0007-82;13973-150;CHÁCARA SANTANA, nº S/N, MACUCOS - ITAPIRA/SP;(19) 38631024;HARAS;0152102;0152102;SP;ITAPIRA;02;JOSE FRANCISCO DE ASSIS MIRANDA
JAMIL JOAO ZARIF NETO;10.627.886/0001-51;18550-970;RODOVIA CASTELO BRANCO - KM 118,7, nº S/N, CAMPO BOITUVA - BOITUVA/SP;(15) 32631341;HARAS;0152102;0152102;SP;BOITUVA;02;JAMIL JOAO ZARIF NETO
TERCILIO FERRAZ FILHO;10.691.529/0001-52;17780-000;CHÁCARA CECILIA FERRAZ, nº SN, TERREO, SANTA MARIA - LUCELIA/SP;(18) 91063501;HARAS;0152102;0152102;SP;LUCELIA;02;TERCILIO FERRAZ FILHO
GERMANO RODRIGUES FORAMILHO LEITE;10.711.867/0001-09;18270-001;SÍTIO N. S. APARECIDA, nº S/N, GUAXINGU - TATUI/SP;(15) 97041973;HARAS;0152102;0152102;SP;TATUI;02;GERMANO RODRIGUES FORAMILHO LEITE
MARCELO GONCALVES;10.795.371/0001-60;13870-970;CHÁCARA SANTA LUZIA, nº S/N, MACUCO - SAO JOAO DA BOA VISTA/SP;(19) 92210058;HARAS;0152102;0152102;SP;SAO JOAO DA BOA VISTA;02;MARCELO GONCALVES
LUCIANA BUENO CAMILO;10.814.206/0001-09;17810-000;CHÁCARA SANTA CECILIA, nº SN, MONTE ALEGRE - MARIAPOLIS/SP;(18) 35861204;HARAS;0152102;0152102;SP;MARIAPOLIS;02;LUCIANA BUENO CAMILO
SERGUEI FOFANOFF;10.817.873/0001-45;14021-800;CHÁCARA GLEBA SANTA TEREZA, nº S/N, ROD. ANEL VIARIO CONTORNO SUL (ZONA URBANA), SANTA TEREZA - RIBEIRAO PRETO/SP;(16) 36027222;HARAS;0152102;0152102;SP;RIBEIRAO PRETO;02;SERGUEI FOFANOFF
MARIA JOSEFA CASTANY DE FIORI E OUTRO;10.893.537/0001-81;13084-970;SÍTIO JABOTICABEIRAS, nº SN, KM 6,5-ESTR.CAM 315 CXPST 6664, VILLAGE - CAMPINAS/SP;(19) 32875492;HARAS;0152102;0152102;SP;CAMPINAS;02;MARIA JOSEFA CASTANY DE FIORI E OUTRO
YURI MANSUR GUERIOS;10.905.571/0001-29;06846-000;ESTRADA JOSE MATHIAS DE CAMARGO, nº 625, FUNDOS, CHACARA SAO CRISTIVAO - EMBU DAS ARTES/SP;(11) 47121721;HARAS;0152102;0152102;SP;EMBU DAS ARTES;02;YURI MANSUR GUERIOS
JOSE ANTONIO BRESCHI;10.952.903/0001-26;15830-000;SÍTIO SANTA ROSA, nº S/N, RURAL - PINDORAMA/SP;(17) 35721460;HARAS;0152102;0152102;SP;PINDORAMA;02;JOSE ANTONIO BRESCHI
SANDRA REGINA MENDIELA SANCHES GRANGHELI;11.011.502/0001-34;13910-001;RUA MARANHAO, nº 1438, ESTANCIA SR, CAPOTUNA - JAGUARIUNA/SP;(19) 97790632;HARAS;0152102;0152102;SP;JAGUARIUNA;02;SANDRA REGINA MENDIELA SANCHES GRANGHELI
JAQUELINE ARAUJO ROMANO;11.061.518/0001-51;11850-000;SÍTIO NOVA ESPERANCA, nº S/N, MATADOURO - MIRACATU/SP;(13) 38471420;HARAS;0152102;0152102;SP;MIRACATU;02;JAQUELINE ARAUJO ROMANO
STUD. EMBALAGEM;11.121.648/0001-32;13320-005;ESTRADA SETE QUEDAS, nº 14400, ITAIM-GASSU - SALTO/SP;(11) 40227452;HARAS;0152102;0152102;SP;SALTO;02;BENEDITO FRANCISCO VASAMI
ARNALDO JOSE GANC;11.320.954/0001-06;06550-000;ESTRADA VELHA DE ARACARIGUAMA, nº 260, HARAS VALE DO ARETE PROX RIO IGAVETA, IGAVETA - PIRAPORA DO BOM JESUS/SP;(11) 41311534;HARAS;0152102;0152102;SP;PIRAPORA DO BOM JESUS;02;ARNALDO JOSE GANC
ISAAC ABRAMOVITC;11.330.584/0001-80;06730-970;ESTRADA DO MATAO, nº 105, APT 64, VARGEM GRANDE PAULISTA - VARGEM GRANDE PAULISTA/SP;(11) 47843004;HARAS;0152102;0152102;SP;VARGEM GRANDE PAULISTA;02;ISAAC ABRAMOVITC
KLEBSON DOS SANTOS CAMPOS;11.386.792/0001-09;18540-000;SÍTIO HARAS MK VILA FORTE, nº S/N, EST BAIRRO GRAMADO CX 100, GRAMADO - PORTO FELIZ/SP;(11) 92481700;HARAS;0152102;0152102;SP;PORTO FELIZ;02;KLEBSON DOS SANTOS CAMPOS
LAERTE FERREIRA AMORIM;11.577.570/0001-65;12250-000;ESTRADA SERRINHA, nº 980, SITIO SAGRADO CORACAO DE JESUS, SERRINHA - MONTEIRO LOBATO/SP;(12) 88311366;HARAS;0152102;0152102;SP;MONTEIRO LOBATO;02;LAERTE FERREIRA AMORIM
PEDRO PAULO MATARAZZO E OUTRO;11.663.874/0001-45;18300-999;SÍTIO CACHOEIRINHA, nº S/N, ZONA RURAL, CACHOEIRINHA - CAPAO BONITO/SP;(15) 35421698;HARAS;0152102;0152102;SP;CAPAO BONITO;02;PEDRO PAULO MATARAZZO E OUTRO
AGNALDO ELON DISARZ;11.771.867/0001-67;17022-899;RODOVIA CEZARIO JOSE DE CASTILHO, nº KM 350, SP-321 CHACARAS SAO LUIZ HARAS DONA CLAUDINA, BAIRRO RIO VERDE - BAURU/SP;(14) 32234144;HARAS;0152102;0152102;SP;BAURU;02;AGNALDO ELON DISARZ
ADILSON VAGNER BALLOTTI;11.781.709/0001-98;15775-000;ESTÂNCIA ESTANCIA BALLOTTI, nº 01, ZONA RURAL - SANTA FE DO SUL/SP;(17) 36312364;HARAS;0152102;0152102;SP;SANTA FE DO SUL;02;ADILSON VAGNER BALLOTTI
DANIELA REGINA BARTOLETTI;11.929.758/0001-25;13625-000;RODOVIA SP 225 KM 61 FAZ NOSSA SENHORA APARECIDA, nº SN, ZONA RURAL - SANTA CRUZ DA CONCEICAO/SP;(11) 78382633;HARAS;0152102;0152102;SP;SANTA CRUZ DA CONCEICAO;02;DANIELA REGINA BARTOLETTI
VERA LUCIA DOS SANTOS DINIZ;12.136.790/0001-16;13336-430;ESTRADA DO FOGUETEIRO, nº SN, FOGUETEIRO - INDAIATUBA/SP;(11) 31251060;HARAS;0152102;0152102;SP;INDAIATUBA;02;VERA LUCIA DOS SANTOS DINIZ
AMARILDO DAS NEVES RUGANI;09.248.602/0002-18;17900-000;CHÁCARA VALE DO SOL, nº SN, KM 0,800, DAS ANTAS - DRACENA/SP;(18) 38218220;HARAS;0152102;0152102;SP;DRACENA;02;AMARILDO DAS NEVES RUGANI
SUSANNA BERTHOLD BARALLE;12.435.390/0001-01;06730-000;RUA BENJAMIN VIEIRA DE OLIVEIRA, nº 441, JD FLORESTA - VARGEM GRANDE PAULISTA/SP;(11) 99909565;HARAS;0152102;0152102;SP;VARGEM GRANDE PAULISTA;02;SUSANNA BERTHOLD BARALLE
JOAO BATISTA FIGUEIREDO COSTA NETO;12.841.167/0001-64;13770-000;ESTRADA RODOVIA BR 369 KM 14, nº SN, KM 14, BARRANIA - CACONDE/SP;(19) 92373787;HARAS;0152102;0152102;SP;CACONDE;02;JOAO BATISTA FIGUEIREDO COSTA NETO
HIC AGROPECUARIA;12.047.549/0001-10;18255-000;ESTRADA MUNICIPAL QUADRA, nº S/N, FAZENDA HARAS MODELO, GUARANA - QUADRA/SP;(11) 45872047;HARAS;0152102;0152102;SP;QUADRA;02;HIC AGROPECUARIA LTDA
JOAO BOSCO PAES MACHADO;13.257.325/0001-04;13250-970;RUA DR. NELSON CARVALHO PINTO, nº S/N, CHACARA SANTA FE, DA PONTE - ITATIBA/SP;(11) 44871403;HARAS;0152102;0152102;SP;ITATIBA;02;JOAO BOSCO PAES MACHADO
JOSE EDUARDO ROCHA DE SOUZA AMARAL;13.402.627/0001-10;18143-240;ESTRADA DA LAGOA, nº 2, SITIO NOSSA SENHORA APARECIDA, VARGEM GRANDE - SAO ROQUE/SP;(11) 47122396;HARAS;0152102;0152102;SP;SAO ROQUE;02;JOSE EDUARDO ROCHA DE SOUZA AMARAL
MILTON ROBERTO BALESTEIRO E OUTRO;13.516.330/0001-86;19470-000;RUA GUSTAVO DOMKE, nº 2149, CHACARAS AGRICOLA HELVECIO - PRESIDENTE EPITACIO/SP;(18) 32813269;HARAS;0152102;0152102;SP;PRESIDENTE EPITACIO;02;MILTON ROBERTO BALESTEIRO E OUTRO
CIRCUITO NORTE NORDESTE DE HIPISMO;13.554.673/0001-35;59280-000;RUA MAJOR ANTONIO DELMIRO, nº 375, SALA 02, CENTRO - MACAIBA/RN;(71) 32886356;CLUBE;9312300;9312300;RN;MACAIBA;02;CIRCUITO NORTE NORDESTE DE HIPISMO
J P DE SOUZA AGROPECUARIA;13.858.380/0001-41;25996-000;ESTRADA DE SANTA RITA, nº S/N, SANTA RITA - TERESOPOLIS/RJ;(21) 27198577;HARAS;0152102;0152102;RJ;TERESOPOLIS;02;J P DE SOUZA AGROPECUARIA
VANESSA SANTANA MARTOS;08.634.210/0002-24;19015-970;ESTANCIA HARAS VMS, nº S/N, AEROPORTO - PRESIDENTE PRUDENTE/SP;(18) 32227886;HARAS;0152102;0152102;SP;PRESIDENTE PRUDENTE;02;VANESSA SANTANA MARTOS
MARCUS SCHALLDACH;14.382.863/0001-85;13336-000;RODOVIA ENGENHEIRO PAULO DE TARSO SOUZA MARTINS, nº 5950, RECREIO CAMPESTRE INTERNACIONAL VIRACOPOS VII - INDAIATUBA/SP;(11) 78115899;HARAS;0152102;0152102;SP;INDAIATUBA;02;MARCUS SCHALLDACH
OTHONIEL BRANDAO COSTA;14.430.158/0001-06;18540-000;SITIO HARAS QUATRO IRMAOS, nº S/N, EST BAIRRO PIQUIRA 120 E 130, PIQUIRA - PORTO FELIZ/SP;(11) 42241507;HARAS;0152102;0152102;SP;PORTO FELIZ;02;OTHONIEL BRANDAO COSTA
JOSE CARLOS CASTALDO;14.471.402/0001-89;18200-999;"ESTRADA BAIRRO MORRO DO ALTO, nº S/N, : SITIO VILA DA FLORES;, MORRO DO ALTO - ITAPETININGA/SP";(11) 82977357;HARAS;0152102;0152102;SP;ITAPETININGA;02;JOSE CARLOS CASTALDO
EDUARDO HENRIQUE SOUZA DE FRANCA E OUTRO;14.521.894/0001-70;18255-000;SITIO SANTA MARIA, nº S/N, TIJUCO PRETO OU SERRINHA - QUADRA/SP;(11) 89053004;HARAS;0152102;0152102;SP;QUADRA;02;EDUARDO HENRIQUE SOUZA DE FRANCA E OUTRO
ABELARDO FERREIRA MENDES;14.671.734/0001-07;18709-899;RODOVIA SP 255 KM 266,5, nº SN, AREA RURAL DE AVARE - AVARE/SP;(14) 37320696;HARAS;0152102;0152102;SP;AVARE;02;ABELARDO FERREIRA MENDES
MARCOS ROBERTO DE FREITAS;15.119.695/0001-00;18240-000;CHACARA TOCA DAS CORUJAS, nº S/N, COQUEIROS - ANGATUBA/SP;(11) 20860162;HARAS;0152102;0152102;SP;ANGATUBA;02;MARCOS ROBERTO DE FREITAS
PIA DRESSAGE;15.387.827/0001-77;13829-899;CHACARA POR DO SOL, nº S/N, LOTE 11 DA SECAO B, ZONA RURAL - HOLAMBRA/SP;(19) 82168777;CENTRO_TREINAMENTO;8591100;8591100;SP;HOLAMBRA;02;ADESTRAMENTO POR DO SOL LTDA
JOSE ASENIR BACK;08.193.826/0001-26;15385-000;LOTEAMENTO LOTE D-6, nº S/N, SEDE, CINTURAO VERDE - ILHA SOLTEIRA/SP;(18) 37422600;HARAS;0152102;0152102;SP;ILHA SOLTEIRA;02;JOSE ASENIR BACK
JOSE BARBOSA GUIMARAES;08.268.357/0001-67;15620-000;SITIO X-RANCH, nº S/N, COR CAPITUVA - MACEDONIA/SP;(17) 38497220;HARAS;0152102;0152102;SP;MACEDONIA;02;JOSE BARBOSA GUIMARAES
JOCELEM MASTRODI SALGADO;08.440.621/0001-06;13515-000;ESTRADA DA SERRA KM 5, nº S/N, BOA VISTA - CHARQUEADA/SP;(19) 34347224;HARAS;0152102;0152102;SP;CHARQUEADA;02;JOCELEM MASTRODI SALGADO
PASCAL BATZLI E OUTRA;08.479.881/0001-87;18540-000;OUTROS HARAS JATOBA, nº S/N, AVECUIA - PORTO FELIZ/SP;(15) 32622870;HARAS;0152102;0152102;SP;PORTO FELIZ;02;PASCAL BATZLI E OUTRA
LUIZ EDUARDO ARENA ALVAREZ;08.565.985/0001-04;17048-690;CHACARA VILLA ARENA, nº S/N., CHACARAS BAURUENSE - BAURU/SP;(11) 99817212;HARAS;0152102;0152102;SP;BAURU;02;LUIZ EDUARDO ARENA ALVAREZ
JOSE ADALBERTO DE AVILA;08.671.495/0001-92;14010-970;CHACARA SAO JORGE, nº S/N, ZONARURAL - RIBEIRAO PRETO/SP;(16) 39842949;HARAS;0152102;0152102;SP;RIBEIRAO PRETO;02;JOSE ADALBERTO DE AVILA
THEREZA GOLLITSCH DAUNT;08.851.031/0001-68;13300-970;ESTRADA DA GLORIA, nº S/N, DA GLORIA - ITU/SP;(11) 40235565;HARAS;0152102;0152102;SP;ITU;02;THEREZA GOLLITSCH DAUNT
ANTONIO AMARO FILHO;09.460.473/0001-46;08900-000;RUA MERCEDES MARIA DE JESUS, nº 820, CHACARA VOVO ANTONIO AMARO, NOGUEIRA - GUARAREMA/SP;(11) 46936243;HARAS;0152102;0152102;SP;GUARAREMA;02;ANTONIO AMARO FILHO
RENATO DE SOUZA;09.543.012/0001-37;13332-000;ESTRADA PORTEIRA DE FERRO, nº 3956, SITIO IRMA AMALIA, MORRO TORTO - INDAIATUBA/SP;(19) 38759112;HARAS;0152102;0152102;SP;INDAIATUBA;02;RENATO DE SOUZA
